Fld_Company_ID;Company_Old_Id;Fld_Company_Name;Fld_Company_Rating_ID;delete
3798;;Aircraft Maintenance & Consult;;FAUX
3875;;Aircraft Maintenance and Support;;FAUX
1122;-477327038;Aircraft Maintenance Germany;;FAUX
1480;1384;Aircraft Maintenance Services MSI;;FAUX
1097;-710063167;Aircraft Maintenance Support;;FAUX
1375;1040197144;Aircraft Parts & Logistics;;FAUX
2224;;AIRCRAFT PARTS & SUPPLIES;;FAUX
2983;;Aircraft Parts International;;FAUX
17;2078222334;Aircraft Parts Outlet;;FAUX
2347;-747034761;AIRCRAFT PARTS SALES;;FAUX
3811;;Aircraft Parts Support Group;;FAUX
4232;;Aircraft Power & ServiceS;;FAUX
2928;;Aircraft Propeller Service;;FAUX
4650;;Aircraft Rotable Solutions, S.L.;;FAUX
1836;1608810131;Aircraft Service Bern;;FAUX
1617;1585;Aircraft Service Lemwerder;;FAUX
3607;;Aircraft Service S.A.;;FAUX
3369;;Aircraft Specialties Inc;;FAUX
1536;982598236;Aircraft Supplier IntL;;FAUX
2060;;Aircraft Supply & Repair;;FAUX
992;1221382944;Aircraft Supply Corp;;FAUX
3655;;AIRCRAFT SUPPORT AND SERVICES, Inc;;FAUX
1884;992439021;Aircraft Surplus;;FAUX
522;1028133186;Aircraft Tech Maint;;FAUX
3368;;Aircraft Tech Supply;;FAUX
3622;;Aircraft Tech. Support Sales;;FAUX
3817;;Aircraft Technical Support;;FAUX
2009;;AIRCRAFT TOOLING INC. (MF);;FAUX
1843;1668781096;AIRCRAFTERS, Inc;;FAUX
3433;;Aircruising Australia;;FAUX
1222;471;AIRDEAL;;FAUX
3525;;Air-Dimension and Engines;;FAUX
4020;;AIREAGLE AVIATION;;FAUX
2264;;AIREL Aerospace;;FAUX
462;2136404903;Aireps LLC;;FAUX
1517;321;AIRES Colombia;;FAUX
4833;;Aire-Tech Aviation Repairs;;FAUX
3710;;AIRE-TECH AVIATION SUPPLY;;FAUX
2001;;Airfast Indonesia;;FAUX
311;2136404928;Airfix Aviation;;FAUX
3496;;AIRFOIL SERVICES;;FAUX
5095;;AIRFOIL TECHNOLOGY GROUP, LLC;;VRAI
4361;;Airframe Components Europe;;FAUX
1212;60955335;Airframe Components Maint;;FAUX
3983;;Airframes Spares + Logistics Inc;;FAUX
3465;;Airgroup America;;FAUX
1766;1182;AIRINC;;FAUX
1486;1390;AIRINMAR;;FAUX
312;2136404929;AIRJET Services;;FAUX
2871;-162900932;AIRJET,Lda;;FAUX
3426;;Airland Turbine Services, Inc;;FAUX
275;-22360878;AirLiance;;FAUX
1282;1450;AIRLIANCE MAT - not to use;;FAUX
1568;2136404898;AirLiance Mat-Not to use;;FAUX
4670;;Airlift Service;;FAUX
511;1410;AIRLINAIR;;FAUX
3901;;Airline Logistics IntL;;FAUX
2257;;AIRLINE ROTABLES LTD;;FAUX
3737;;Airline Services Components;;FAUX
26;2130765980;Airline Spares America, Inc. (ASA);;FAUX
5008;;Airline Support Sweden AB;;FAUX
1446;1346;Airlines Air Spares Ltd;;FAUX
3659;;Airlines of Tasmania;;FAUX
3434;;Airlines PNG (Papua New Guinea);;FAUX
2978;;Airlines Support Sweden;;FAUX
1372;1040059689;AIRLINK LTD;;FAUX
1830;1574792319;AIRLOGIC Ltd;;FAUX
2742;;AIRMARK COMPONENTS;;FAUX
2508;;AIRMARK IntL;;FAUX
4158;;Airmaurin;;FAUX
3445;;Airnorth Regional Airlines Australia;;FAUX
4836;;Airo Industries;;FAUX
4281;;AIROD SDN. BHD.;;FAUX
3803;;AirOne Executive;;FAUX
4080;;Airpack Trading Co;;FAUX
290;2136404994;Airparts Co;;FAUX
3859;;AIRPARTS EXPRESS;;FAUX
300;2136404914;AirParts LLC;;FAUX
2176;;Airparts Supply - UK;;FAUX
4960;;AirPhil Express;;FAUX
4410;;Airplane Materials Services;;FAUX
3770;;AIRplus Maintenance GmbH;;FAUX
3527;;Air-Pro;;FAUX
308;2136404924;Airpro Aviation Sys,;;FAUX
5181;;Air-Pro, Inc;;FAUX
2644;;Airsal Linee Aeree Campane SpA |;;FAUX
1909;1615;Airshunt Instruments;;FAUX
4826;;AirSource International;;FAUX
690;312053657;AIRSPARES (UK) LTD;;FAUX
3482;;AirSpectrum;;FAUX
4505;;Airspeed Serviços Aeronauticos;;FAUX
1441;1019199896;AirStart;;FAUX
914;-1176074328;AIRSTOCKS Inc;;FAUX
3890;;Airstox;;FAUX
4038;;AIRSTREAM INTERNATIONAL GROUP;;FAUX
1869;837200049;AIRSUPPORT SVC Corp;;FAUX
1840;1646783226;Air-Tech Aviation Svc PTE;;FAUX
5024;;Airtech Global Solutions;;FAUX
808;1020928669;AirTech Instruments;;FAUX
3200;;AIRTEK INTL;;FAUX
3620;;AIRTRAN AIRWAYS;;FAUX
4170;;AIRWORK HELICOPTERS;;FAUX
568;-1573924337;Airwork NZ;;FAUX
4573;;AIRWORLD A/C Parts Intl;;FAUX
3461;;Airworthy Aerospace;;FAUX
4928;;AIS Aviation;;FAUX
4684;;AJ Aerospace;;FAUX
1188;1073;AJ WALTER (Aviation) ltd;;FAUX
4355;;AJ Walter Aviation Singapore Pte;;FAUX
5151;;AJMAL AVIATION;;FAUX
4559;;AJWA AVIATION;;FAUX
4714;;Ajwaa Alalam Technical Services;;FAUX
1949;2088983136;Ak Bars Aero;;FAUX
2126;;AKT Logistics;;FAUX
420;980;AL ANWA Est.;;FAUX
3731;;AL ASSOCIATES;;FAUX
3103;;Al Jubrout Aviation;;FAUX
4435;;Al Masria Universal Airlines;;FAUX
5096;;Al Miwan Operation & Maintenance;;FAUX
5098;;Alabama Aerospace;;FAUX
3567;;ALAFCO;;FAUX
488;2136405024;ALAMEDA AEROSPACE;;FAUX
3021;;Alan Aircraft Services;;FAUX
4834;;Alaris Aerospace Systems;;FAUX
2424;;Alaska Airlines;;FAUX
828;1114;Alaska Central Express, Inc;;FAUX
5143;;Alba Star S.A.;;FAUX
3664;;Albanian Airlines;;FAUX
4171;;Albatross Helicopters;;FAUX
679;217288398;ALBURACH AVIO SUPPORT SERVICES;;FAUX
4623;;ALCO;;FAUX
3849;;ALECTON;;FAUX
5130;;Alenia Aeronautica S.P.A;;FAUX
2587;;ALENIA Aerospazio (MF);;FAUX
5101;;Alfa Air;;FAUX
2133;;ALFA Aviation Services;;FAUX
4192;;Alfa Helicopter;;FAUX
1208;76;ALG AEROLISING;;FAUX
353;2136404946;Alisea Airlines SpA;;FAUX
1370;1039399430;ALITALIA;;FAUX
190;1255;Alitalia Express (CAI First);;FAUX
2341;1029395066;ALJ Engines Supply;;FAUX
4431;;All Aircraft Parts;;FAUX
4468;;All american aviation;;FAUX
2635;;ALL CANADA EXPRESS;;FAUX
2422;;ALL NIPPON Airways - ANA;;FAUX
5035;;All Spares Aviation;;FAUX
943;-981573458;ALL SPARES Inc AZ;;FAUX
1325;400640637;All Spares Inc CA;;FAUX
123;2136405096;ALLAERO;;FAUX
4297;;all-american aviation;;FAUX
3446;;AllEGHENY AIRLINES;;FAUX
2509;;Allegiance Air (Pty)Ltd;;FAUX
2233;;Allegiant Air;;FAUX
3955;;Allen Aircraft;;FAUX
1530;944968052;ALLFLIGHT;;FAUX
1075;997021304;Alliance Aerospace Inc;;FAUX
1688;1188;ALLIANCE AIR;;FAUX
38;2136404888;Alliance Airlines Pty;;FAUX
2477;;Alliance Airsupport Pte Ltd;;FAUX
191;1256;ALLIANCE AVIATION;;FAUX
4985;;Alliance Aviation PTE Ltd;;FAUX
3283;;Alliance Spare Parts;;FAUX
984;1137909366;Allied Aerospace;;FAUX
5073;;ALLIED AVIATION (INDIA);;FAUX
257;-134773131;Allied Services;;FAUX
1763;1179;Allied signal FCE;;FAUX
2811;;ALLIED SIGNAL GMBH;;FAUX
2660;;ALLIEDSIGNAL (MF);;FAUX
2661;;ALLISON Engine Co (MF);;FAUX
216;506;ALM Antillean Airlines;;FAUX
1981;1348819369;ALMA Aerolineas Mesoamericas SA DE CV;;FAUX
43;858;Aloha Airlines;;FAUX
4090;;Alpha & Omega Aviation services;;FAUX
4686;;Alpha 55;;FAUX
5102;;Alpha Air;;FAUX
4613;;Alpha Aircraft Systems Inc.;;FAUX
370;2136404964;Alpha Aviation Pte;;FAUX
4699;;Alpha Sentinel;;FAUX
429;1039;ALPHINE AERO;;FAUX
795;987;Alpi Eagles;;FAUX
2407;;Alpine Aerotech;;FAUX
1704;1495;Alpine Air Support;;FAUX
413;947;AlR INTER;;FAUX
2449;;ALS Limited Kenya;;FAUX
2749;;ALSALAM AIRCRAFT CO;;FAUX
865;-1864795149;ALSEC Ltd;;FAUX
537;1033628265;ALSO GMBH - DIV. SKYCOM;;FAUX
3619;;Altenrhein Aviation;;FAUX
3641;;Alteon Training UK Limited;;FAUX
4002;;ALTIMA TECHNOLOGIES;;FAUX
1333;1521;ALTO - SVC LOG;;FAUX
4660;;Altus Global Aviation LLC;;FAUX
3802;;AM Aviation Services;;FAUX
715;1061;AM SAFE Ltd;;FAUX
2519;;AM Trading;;FAUX
1833;1587270779;"AM-AEROSPACE
<amaero@pacific.net.sg>";;FAUX
4972;;Amakusa Airlines Co;;FAUX
3443;;Amber air;;FAUX
2303;;AMC (France);;FAUX
3376;;AMC Airlines;;FAUX
1750;1166;AMDP;;FAUX
3945;;AMECO BEIJING;;FAUX
753;388;AMERICA WEST EXPRESS;;FAUX
99;-228111259;American & European a/c Sales;;FAUX
348;2136404940;American Aerospace;;FAUX
1147;-268583831;American Air Parts;;FAUX
1874;887316783;American Aircraft Co;;FAUX
752;387;AMERICAN AIRLINES;;FAUX
213;1542;AMERICAN AIR-TECH;;FAUX
3472;;AMERICAN COMPOSITES;;FAUX
3745;;American Cooler services;;FAUX
1081;1000295936;American Eagle;;FAUX
4084;;AMERICAN EUROCOPTER;;FAUX
1695;1486;American General Supplies;;FAUX
2789;;AMERICAN JET ENGINE (MF);;FAUX
136;2136405109;American Jet Industries;;FAUX
4503;;American Jet S.A;;FAUX
4055;;American River International;;FAUX
2052;;American Trans Air;;FAUX
3337;;Americas Aviation;;FAUX
1531;950805600;AMERON Global;;FAUX
1459;1361;AMETEK;;FAUX
2510;;AMETEK Aerospace - Mukilteo;;FAUX
2162;2088983105;Ametek-HSA;;FAUX
527;1029394831;AMI;;FAUX
323;2136404970;AMP-C3C;;FAUX
2867;;AMPHENOL-AIR LB (MF);;FAUX
3123;;AMR EAGLE Regional A/C Maint;;FAUX
464;2136404905;AMS;;FAUX
4136;;Amsterdam Airlines;;FAUX
5029;;AMT - Aéro Maintenance & Trading;;FAUX
1792;1292;AMTEC AVIATION AEROSPACE;;FAUX
2697;;AMTEC Corp;;FAUX
3529;;AMZ Aerospace;;FAUX
1553;668915955;AN Aviation;;FAUX
871;-1830103478;ANA Trading;;FAUX
2688;;Andalus Líneas Aéreas;;FAUX
380;568;ANDERSSON BUSINESS JET;;FAUX
3877;;Anglo Aero Engine Services Limited - AAES;;FAUX
3968;;ANGLO AMERICAN PARTS;;FAUX
1922;446269933;Anglo Normandy AeroEngineering Ltd;;FAUX
4458;;Angola Air Services;;FAUX
4653;;ANI Industries;;FAUX
1776;1276;ANJOU Aeronautique;;FAUX
2290;;ANJOU AERONAUTIQUE (MF);;FAUX
1605;1749810132;ANRON Aviation;;FAUX
1359;1037259807;ANS;;FAUX
2367;;Ansett Aircraft Spares & Services;;FAUX
1017;623;ANSETT AUSTRALIA;;FAUX
1649;1121;ANSETT UK;;FAUX
1753;1169;ANTAVIA;;FAUX
3055;;ANTRAK AIR;;FAUX
3793;;AOG AIR INTL;;FAUX
4205;;AOG Aviation Spares;;FAUX
5022;;AOG Expediter Inc;;FAUX
5051;;AOG Global Response LLC;;FAUX
1936;535384417;AOG Network Intl;;FAUX
4719;;aog parts & logistic, inc;;FAUX
4854;;AOG Reaction;;FAUX
967;-807033750;AOG SOLUTION;;FAUX
209;1538;AOG Spares;;FAUX
4202;;AOG Worldwide Services LLC;;FAUX
3806;;AOGLine.com;;FAUX
1915;1621;AOM Industries;;FAUX
4911;;AP Plus Services;;FAUX
4186;;AP Surplus;;FAUX
4301;;AP-AIR;;FAUX
2858;;APC AIRCRAFT PARTS;;FAUX
1146;-272855069;APEX aviation intl ltd;;FAUX
5144;;APG - Rotables, LLC;;FAUX
1104;-631144557;API Aerospace products INTL';;FAUX
1094;-737988344;Apollo Airlines Support group;;FAUX
495;2136405031;APOLLO Aviation Services;;FAUX
2419;;APP - Anugerah Putri Perdana;;FAUX
2117;;Apparatebau gauting gmbh;;FAUX
4291;;APPH Basingstoke MRO;;FAUX
4025;;APPH Runcorn;;FAUX
2512;;APPLIED AERODYNAMICS;;FAUX
4632;;Applied Composites Engineering;;FAUX
4703;;Approach Aviation Ltd;;FAUX
1169;1014131088;APR Air Parts;;FAUX
1686;1186;APS - Air Parts Services & supply;;FAUX
3609;;APS AIR POWER SYSTEMS;;FAUX
3088;;APS Airparts Support;;FAUX
3868;;APS Trading *Dont USE****;;FAUX
1406;1504;APS Trading Serv;;FAUX
3091;;aps-aviation;;FAUX
4756;;Apxas;;FAUX
4630;;AR AIRWAYS PVT.LTD (Club One Air);;FAUX
4963;;AR Express Trading Co;;FAUX
4775;;ARABASCO - Arabian Aircraft Services;;FAUX
2725;;Aramco - Saudi Petrol Co;;FAUX
4682;;ARC - Aircraft Recycling Corporation;;FAUX
1898;1565;ARCOM Enter.;;FAUX
2582;;Arctic Circle Air Service;;FAUX
3435;;Arctic sunwest charters;;FAUX
2690;;Arctic Transportation Services;;FAUX
1059;207;ARCUS-AIR Logistic,;;FAUX
3738;;ARG Tech Sdn;;FAUX
1594;2136405119;ARGENJET AVIATION;;FAUX
902;-1276951122;ARGER Ent.;;FAUX
1180;1018018296;ARGER France;;FAUX
4690;;ARGO-TECH;;FAUX
2831;;ARIANA AFGHAN AIRLINES;;FAUX
1975;549852706;ARIAS AVIATION;;FAUX
1311;1435;ARIES SPARES;;FAUX
2838;;Arik Air;;FAUX
4919;;AristoSky Management;;FAUX
1591;993624142;Arizona A/C Support;;FAUX
46;868;ARIZONA AIRWAYS;;FAUX
1314;1438;ARJEN INTERNATIONAL;;FAUX
5170;;ARK Aerospace;;FAUX
2880;405484037;Arkas S.A;;FAUX
3830;;ARKEFLY;;FAUX
1808;766;ARKIA Israeli airlines ltd;;FAUX
2914;;ARL-Airline-Rotables;;FAUX
4194;;Arlanda Helicopters;;FAUX
4931;;ARM3 Ltd;;FAUX
3107;;ARMADA DEL ECUADOR;;FAUX
3039;;Armavia;;FAUX
940;-994593617;Armel Aeromarine Supplies;;FAUX
2623;;Armenian International airways;;FAUX
4326;;ARPIEM Aviation Service;;FAUX
4767;;Array Aviation;;FAUX
2297;;Arrow Aviation Services Private Limited;;FAUX
2942;;ARROW Dynamics;;FAUX
2160;2088983103;ARROWHEAD (MF);;FAUX
4542;;ArrowTronic;;FAUX
4799;;Artari Aerospace Inc.;;FAUX
121;2136405117;ARTEMIS aerospace, UK;;FAUX
1894;1561;"ARTUS KOLLMORGEN
ARTUS Pacific Scientific";;FAUX
3958;;ARTUS Pacific Scientific;;FAUX
2807;;AS Aviation;;FAUX
2265;;AS AVIATION INC.;;FAUX
729;1091;AS+C - ALCOA Fastening Systems;;FAUX
244;134758318;ASA-Delta Con - see ATLANTIC SOUTHEAST AIRLINS;;FAUX
1249;1021;ASB;;FAUX
3662;;Ascend Aerospace;;FAUX
4888;;Ascent Aviation Services Corp.;;FAUX
5081;;ASD Aviation Spares Distribution;;FAUX
2873;751355082;ASE&I Gmbh;;FAUX
1088;-781464511;ASEC;;FAUX
320;2136404937;ASECNA;;FAUX
2602;;Aserca Airlines;;FAUX
4990;;Ashtech International;;FAUX
236;1551;ASI Aerospace Solutionc Inc;;FAUX
3377;;Asia airline;;FAUX
4484;;asia aviation ltd;;FAUX
2293;;Asia Pacific Airlines;;FAUX
2113;;Asian ATR Training Centre - AATC;;FAUX
3909;;ASIAN Aviation Resources PTE;;FAUX
2056;;Asian Sky Support;;FAUX
2065;;Asiana Airlines;;FAUX
3111;;Askari Ltd;;FAUX
5053;;ASL;;FAUX
1932;516571102;ASM;;FAUX
4242;;A-Sonic Aviation Pte Ltd;;FAUX
2647;;ASPEN ELECT;;FAUX
3193;;Asset Conversion Service;;FAUX
3104;;Asset Management Services;;FAUX
4580;;Assoc. Aerospace Activities;;FAUX
2954;;Associated Airsupport Pvt. Ltd;;FAUX
5093;;Associated Aviation (Nigeria);;FAUX
8;2000121658;Associated Sales Intl;;FAUX
3171;;ASTAR AIR CARGO;;FAUX
4657;;Aston Aviation Supplies Pte;;FAUX
4635;;Astra airlines;;FAUX
4913;;Astro Imstruments Service;;FAUX
2568;;ASTRO Instrument;;FAUX
443;1321;ASTRODYNE INTERNATIONAL;;FAUX
2011;;Astronic;;FAUX
2932;;Astronic Aeronautical Industry;;FAUX
4151;;ASU Aviation;;FAUX
3029;;Ateam aviation (uk) ltd;;FAUX
670;141367910;atelier de la haute-garonne ahg;;FAUX
1721;2136405067;ATEM Aviation;;FAUX
3197;;ATENTION;;FAUX
1983;1445516954;ATH AVIAHELP;;FAUX
2706;;ATHENS AIRWAYS;;FAUX
2;1922404756;ATHERTON ENGINEERING CO (PVT) LTD;;FAUX
4085;;ATI;;FAUX
431;1041;ATI Sales & Services;;FAUX
4161;;ATIS AVIATION;;FAUX
4577;;Atitech SpA;;FAUX
4351;;Atlanta Aerospace;;FAUX
3534;;Atlanta Air Exchange;;FAUX
562;-1649213234;ATLANTIC AIR IND. (Ex. NANTES AERO);;FAUX
1231;489;Atlantic Airlines;;FAUX
2585;;Atlantic Airways;;FAUX
1656;1003233484;ATLANTIC AVIATION;;FAUX
4292;;Atlantic Aviation Parts;;FAUX
778;440;ATLANTIC COAST AIRLINES;;FAUX
3663;;Atlantic Jet Support;;FAUX
2707;;Atlantic Power Systems;;FAUX
1353;117;ATLANTIC SOUTHEAST AIRLINES;;FAUX
1611;1848469292;Atlantic Turbines;;FAUX
2087;;ATLANTIC TURBINES (Canada);;FAUX
2283;;Atlantico Transporte Aereo;;FAUX
2344;-650888514;Atlantique Air Assistance;;FAUX
1938;543518208;ATLAS Aerospace Accessories;;FAUX
2662;;Atlas Airparts Int'l of FL;;FAUX
1421;2136405047;Atlas Electroniks STN GmbH;;FAUX
128;2136405101;Atlasjet  Intl Airways;;VRAI
5120;;ATOMO AVIACION;;FAUX
4603;;Atomo Aviation MX;;FAUX
643;1308;ATR;;FAUX
2336;;ATR A/C TRANSPARENCIES;;FAUX
927;-1106525731;ATS;;FAUX
3884;;ATS Dubai;;FAUX
872;-1812426447;ATS Miami;;FAUX
4751;;ATSTeam;;FAUX
5111;;ATViroTech Inc;;FAUX
285;26;AUDELI AIR EXPRESS;;FAUX
367;2136404961;Augsburg Airways;;FAUX
4106;;Aurela;;FAUX
1730;2136405077;AURIGNY AIR SERVICES;;FAUX
4728;;aurion;;FAUX
4141;;AURORA AIRLINES, d.o.o.;;FAUX
1316;1442;AUSTIN AEROTECH;;FAUX
4376;;Austin Technik, LLC;;FAUX
4172;;AUSTRALASIAN JET;;FAUX
2698;;Australasian Jet Pty Ltd;;FAUX
454;1130461712;Australian Avionics;;FAUX
4173;;Australian Helicopters Pty. Ltd.;;FAUX
1215;461;AUSTRIAN AIRLINES;;FAUX
2806;;AUSTRIAN ARROWS - SEE Tyrolean;;FAUX
2236;;Austrian Technik;;FAUX
4778;;Austrian Technik Bratislava;;FAUX
2439;;Austrojet;;FAUX
3299;;Autair Aviation;;FAUX
2874;9966467;Auto Valve Ind.;;FAUX
1182;1067;AUXILEC-Thales;;FAUX
2745;;AUXILEC-Thales (MF);;FAUX
434;1044;AUXITROL;;FAUX
2642;;AUXITROL (MF);;FAUX
333;2136404980;AV Industria Aeronautica;;FAUX
1117;-520136270;AV Parts;;FAUX
528;1030723747;AV-AIR;;FAUX
1817;1461638615;AVALON;;FAUX
1135;-351417805;AVAMERICA;;FAUX
2959;2136405224;Avant Aerospace;;FAUX
1127;-436275788;AVANTI AIR;;FAUX
5179;;Avation.net (Singapore);;FAUX
3680;;AVBLUE LLC;;FAUX
1716;2136405062;Avborne/SARGENT;;FAUX
3575;;AVCENTER;;FAUX
4258;;AVCO AVIATION CONSULTANS;;FAUX
4841;;Avco International;;FAUX
2473;;AVCOM Avionics & Instru;;FAUX
2704;;AVCom Technologies (MF);;FAUX
4838;;Av-Core Aviation;;FAUX
2353;-1798436852;AVCORP INDUSTRIES;;FAUX
1378;1040375360;AvCORP Intl;;FAUX
328;2136404975;AvCraft Support Services Inc.;;FAUX
2008;;Avdef;;FAUX
2960;;ave aircraft services;;FAUX
5196;;AVECS GLOBAL;;FAUX
2790;;Avensa A/L - Venezuela;;FAUX
4339;;Aventura Aviation;;FAUX
4724;;aventure aviation;;FAUX
3198;;Aventure International Aviation Services;;FAUX
4341;;Aveos Fleet Performance Inc.;;FAUX
577;-2109158337;AV-EX;;FAUX
3878;;AVFLEX;;FAUX
1564;767013779;AVGROUP;;FAUX
5160;;AVI Inventory Services, LLC;;FAUX
5031;;Avia Express;;FAUX
1185;1070;Avia Radio A/S;;FAUX
4383;;Avia Source;;FAUX
5000;;Avia support Ltd;;FAUX
5060;;AVIA TECHNIQUE;;FAUX
3860;;Avia Traffic Company;;FAUX
711;1057;AVIAC - SAGEM SA;;FAUX
4317;;Aviacsa Mexico;;FAUX
4806;;Aviadynamics;;FAUX
1544;1335;AVIAIMPORT SA;;FAUX
2409;;AVIAINDUSTRIAL;;FAUX
2689;;AVIALINK;;FAUX
549;1211;AVIALL;;FAUX
1819;1483934345;Aviall Australia;;FAUX
2774;;AVIALL CALEDONIAN (MF);;FAUX
716;1062;AVIALL- EUROPE;;FAUX
95;2136405121;Aviall Rotable;;FAUX
2846;;AVIALL SERVICES (MF);;FAUX
3131;;AVIALL WHEEL & BRAKE SVC;;FAUX
2408;;AVIALLEUROPE (MF);;FAUX
3134;;AVIALL-Wheel and brake repair;;FAUX
1518;322;AVIANCA;;FAUX
2441;;AVIANOR;;FAUX
1199;42;AVIANOVA;;FAUX
1181;1066;AVIANOVA UK;;FAUX
4984;;AVIANOVA, Russia;;FAUX
536;1033540003;AVIAPLUS ajeh;;FAUX
1668;1397;AVIAPLUS FR - Air Industrie;;FAUX
1092;-752371286;AVIAPLUS inc.;;FAUX
1662;1007105788;AVIARMS Support;;FAUX
4772;;Aviaservices Ltd;;FAUX
2153;;AVIASIAN AIR CARGO SERVICES PTD LTD;;FAUX
1183;1068;AVIATEC;;FAUX
4399;;Aviatec Aviation Technology S.r.l;;FAUX
4925;;Aviateca , S.A. C/O;;FAUX
4583;;AVIATECH TRADING;;FAUX
3927;;Aviateco Group;;FAUX
2459;;Aviation & Electronics Support Pte Ltd;;FAUX
6;1965752325;Aviation Activities;;FAUX
1897;1564;Aviation Advisory Agency;;FAUX
1682;1476;Aviation Airmotive;;FAUX
331;2136404978;Aviation Airmotive UK;;FAUX
3522;;aviation aog;;FAUX
5080;;Aviation Asset Trading;;FAUX
3174;;aviation assistance GMBH;;FAUX
4140;;Aviation Avionics Instruments;;FAUX
1010;1399893995;AVIATION BRAKE SVC;;FAUX
3569;;Aviation Capital Group;;FAUX
3034;;AVIATION CENTER COLOGNE;;FAUX
548;1210;aviation component repair service;;FAUX
2173;;AVIATION COMPOSITE Sys (MF);;FAUX
2189;;Aviation Composite Technologies;;FAUX
3036;;Aviation Concepts, INC.;;FAUX
2012;;Aviation Consultant Asia;;FAUX
4733;;Aviation Couriers-Uk;;FAUX
2595;;Aviation Depot;;FAUX
1900;1567;AVIATION DISPLAY;;FAUX
1890;1557;Aviation Distributors;;FAUX
4870;;Aviation Engineered Products, LLC;;FAUX
3267;;Aviation Enterprises LLC;;FAUX
3692;;AVIATION EQUIPMENT SOLUTIONS;;FAUX
4060;;Aviation Excess;;FAUX
4916;;Aviation Exchange Depot;;FAUX
4310;;AVIATION EXPENDABLE SOLUTIONS;;FAUX
1301;1470;AVIATION HEADQUARTERS;;FAUX
2174;;AVIATION HYDRAULICS (MF);;FAUX
1576;1192;AVIATION INST. SVCS (Do not use);;FAUX
5154;;AVIATION INSTRUMENT SERVICE PTY. LTD.;;FAUX
4105;;Aviation Instruments Services, Inc.;;FAUX
4567;;Aviation International LLC;;FAUX
1864;26398269;Aviation Inventory Resource;;FAUX
2199;;AVIATION MAINTENANCE (Kenya);;FAUX
615;1627;Aviation Maintenance GMBH;;FAUX
3271;;Aviation Management IntL Inc.;;FAUX
5166;;Aviation Management Sales;;FAUX
1469;1372;AVIATION MART CO.;;FAUX
4147;;Aviation Nation;;FAUX
3807;;Aviation Network Services;;FAUX
4256;;AVIATION ONE MAINTENANCE & MODIFICATION Inc;;FAUX
3092;;Aviation Part Services;;FAUX
4146;;Aviation Partners Worldwide;;FAUX
1584;1340;Aviation Parts & Supply, Inc.;;FAUX
5106;;Aviation Parts One.com LLC;;FAUX
587;-2026598444;AVIATION PLUS, inc;;FAUX
4954;;Aviation Precision Resource LLC;;FAUX
4073;;Aviation Products Int'L;;FAUX
2175;;Aviation Propellers Inc.;;FAUX
4344;;Aviation Repair Technologies (ART);;FAUX
2427;;Aviation Representatives;;FAUX
326;2136404973;Aviation Resources;;FAUX
1677;1407;Aviation Rotables Supply;;FAUX
428;1038;AVIATION SALE CO.;;FAUX
4920;;AVIATION SERVICES;;FAUX
3180;;Aviation Services for aerospace partners Int'l;;FAUX
2946;;Aviation Services of America;;FAUX
210;1539;Aviation Services Research;;FAUX
584;-2050686769;Aviation Solutions;;FAUX
362;2136404956;AVIATION SOLUTIONS INTL;;FAUX
1655;1002916536;Aviation Spares & Service Intl.-ASSIC;;FAUX
638;991654425;Aviation Spares Int'l;;FAUX
3604;;Aviation Spares-Miami;;FAUX
1302;1424;AVIATION SUPPLY;;FAUX
47;2136405159;Aviation Support Europe;;FAUX
2763;;AVIATION SUPPORT LTD UK;;FAUX
878;-1506989556;Aviation Support Systems;;FAUX
1558;720833671;Aviation System Intl;;FAUX
1139;-316641842;AVIATION SYSTEMS;;FAUX
3871;;Aviation Systems Of Florida;;FAUX
3266;;AVIATION TECHNOLOGIES;;FAUX
813;1023811767;AVIATION TRADING;;FAUX
4255;;Aviation Turbines Intl;;FAUX
139;2136405112;AVIATION WORLDWIDE;;FAUX
458;1480;Aviation Zenith;;FAUX
4050;;AVIATION-EXCESS INC;;FAUX
4212;;Aviationspares;;FAUX
4485;;aviators india pvt ltd;;FAUX
573;-2136064826;AVIATORS Ltd;;FAUX
361;2136404955;AVIATRADE Gmbh;;FAUX
4654;;Aviatrix, Inc.;;FAUX
1690;1190;AVIATRON INC;;FAUX
1691;1481;Aviatronics, Inc;;FAUX
2762;;Aviavilsa (Lithuania);;FAUX
818;1025862028;Avibank;;FAUX
2351;1038848214;AVICA (MF);;FAUX
305;2136404920;Avico Aero Products & Services;;FAUX
2432;;Aview Technology Trading Ltd;;FAUX
2617;;Avimech International Aircraft;;FAUX
2561;;AVIMO (MF);;FAUX
2693;;Avio Aviation (Asia Pacific) Pte Ltd (JSD Group);;FAUX
1175;1016447462;AVIO DIEPEN UK;;FAUX
279;15;AVIO GROUP (FKA FIAT AVIO);;FAUX
2648;;AVIO INTERIORS;;FAUX
736;1149;AVIO-DIEPEN;;FAUX
907;-1244902082;Avio-diepen B.V.;;FAUX
1485;1389;Avio-Diepen Hong Kong Ltd;;FAUX
3308;;Aviointeriors SPA;;FAUX
2934;;Aviomar Holland;;FAUX
2865;;Avion Enterprises FZE;;FAUX
4761;;Avion Express;;FAUX
3309;;Avion Parts;;FAUX
3922;;AVION RESOURCES & SOLUTIONS;;FAUX
4101;;Avion Systems;;FAUX
3307;;Aviones S.A;;FAUX
3935;;Aviones y partes.com;;FAUX
2403;;AVIONET;;FAUX
